,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,clusters,cluster
186,Yours Fatefully,SHOW,2012,TV-14,44,"['drama', 'comedy', 'romance']",Singapore,1,tt7131690,6.8,14,0,light pink
187,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,"['drama', 'romance', 'history']",China,1,tt2272555,7,142,0,light pink
188,Outlander,SHOW,2014,TV-MA,60,"['scifi', 'drama', 'fantasy', 'romance']",United States of America (the),6,tt3006802,8.4,152435,3,dark pruple
189,Peaky Blinders,SHOW,2013,TV-MA,58,"['drama', 'crime', 'european']",United Kingdom of Great Britain and Northern Ireland (the),6,tt2442560,8.8,485506,2,purple
190,Attack on Titan,SHOW,2013,TV-MA,24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",Japan,4,tt2560140,9,325381,2,purple
191,The Blacklist,SHOW,2013,TV-14,43,"['drama', 'crime', 'thriller']",United States of America (the),9,tt2741602,8,238138,2,purple
192,Married at First Sight,SHOW,2014,TV-PG,64,"['reality', 'european']",United States of America (the),14,tt3868860,6.1,1975,0,light pink
193,The Flash,SHOW,2014,TV-14,42,"['scifi', 'drama', 'action']",United States of America (the),8,tt3107288,7.6,336888,2,purple
194,Gotham,SHOW,2014,TV-14,43,"['scifi', 'action', 'crime', 'drama', 'thriller']",United States of America (the),5,tt3749900,7.8,226081,2,purple
195,Are You The One?,SHOW,2014,TV-14,41,['reality'],United States of America (the),8,tt3484274,6.5,2450,0,light pink
196,The 100,SHOW,2014,TV-14,42,"['drama', 'action', 'scifi']",United States of America (the),7,tt2661044,7.6,242221,2,purple
197,How to Get Away with Murder,SHOW,2014,TV-14,43,"['drama', 'thriller', 'crime']",United States of America (the),6,tt3205802,8.1,146712,3,dark pruple
198,Reign,SHOW,2013,TV-14,42,"['drama', 'fantasy']",United States of America (the),4,tt2710394,7.5,47751,0,light pink
199,BoJack Horseman,SHOW,2014,TV-MA,26,"['drama', 'comedy', 'animation']",United States of America (the),6,tt3398228,8.8,143584,3,dark pruple
200,House of Cards,SHOW,2013,TV-MA,52,['drama'],United States of America (the),6,tt1856010,8.7,494092,2,purple
201,Henry Danger,SHOW,2014,TV-G,24,"['scifi', 'action', 'comedy', 'family']",United States of America (the),5,tt3596174,5.6,5245,0,light pink
202,Orange Is the New Black,SHOW,2013,TV-MA,59,"['drama', 'comedy', 'crime']",United States of America (the),7,tt2372162,8.1,295591,2,purple
203,The Originals,SHOW,2013,TV-14,43,"['scifi', 'drama', 'fantasy', 'horror']",United States of America (the),5,tt2632424,8.3,131574,3,dark pruple
204,Jane the Virgin,SHOW,2014,TV-14,42,"['drama', 'comedy']",United States of America (the),5,tt3566726,7.8,46286,0,light pink
205,Marco Polo,SHOW,2014,TV-MA,55,"['action', 'drama', 'history', 'documentation']",United States of America (the),2,tt2189461,8,71229,3,dark pruple
206,Wentworth,SHOW,2013,TV-MA,46,"['drama', 'crime', 'thriller']",Australia,9,tt2433738,8.6,21747,0,light pink
207,Madam Secretary,SHOW,2014,TV-14,43,"['war', 'thriller', 'drama']",United States of America (the),6,tt3501074,7.6,22563,0,light pink
208,KILL la KILL,SHOW,2013,TV-MA,25,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",Japan,1,tt3114390,7.9,13372,0,light pink
209,Z Nation,SHOW,2014,TV-14,43,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']",United States of America (the),5,tt3843168,6.6,36059,0,light pink
210,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"['scifi', 'crime', 'fantasy', 'horror', 'action']",United States of America (the),3,tt3337194,6.9,20132,0,light pink
211,Derek,SHOW,2013,TV-MA,26,"['drama', 'comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),3,tt2616280,8.1,31976,0,light pink
212,The Thundermans,SHOW,2013,TV-G,24,"['action', 'scifi', 'family', 'comedy', 'drama']",United States of America (the),4,tt2712516,5.6,5340,0,light pink
213,Hemlock Grove,SHOW,2013,TV-MA,49,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",United States of America (the),3,tt2309295,7,39590,0,light pink
214,The Seven Deadly Sins,SHOW,2014,TV-14,24,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",Japan,5,tt3909224,7.9,30341,0,light pink
215,Sofia the First,SHOW,2013,TV-Y,24,"['family', 'fantasy', 'animation']",United States of America (the),4,tt2136138,6.8,2915,0,light pink
216,Sailor Moon Crystal,SHOW,2014,TV-14,24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",Japan,4,tt3124992,7.8,2115,0,light pink
217,Lovesick,SHOW,2014,TV-MA,24,"['comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),3,tt4051832,8.1,19259,0,light pink
218,Shtisel,SHOW,2013,TV-14,48,['drama'],Israel,3,tt3069894,8.6,6958,0,light pink
219,The Chase,SHOW,2013,TV-PG,44,['reality'],United States of America (the),5,tt3077336,7.5,886,0,light pink
220,The Night Shift,SHOW,2014,TV-14,42,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']",United States of America (the),4,tt1483202,7.5,12069,0,light pink
221,The Next Step,SHOW,2013,TV-G,24,"['drama', 'romance', 'family']",Canada,7,tt2374744,5.9,1928,0,light pink
222,Velvet,SHOW,2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",Spain,4,tt2955402,8.1,6018,0,light pink
223,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,['comedy'],United States of America (the),1,tt1748277,8.3,3616,0,light pink
224,The Irregular at Magic High School,SHOW,2014,TV-14,24,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",Japan,2,tt3874528,7.1,3273,0,light pink
225,Resurrection: Ertugrul,SHOW,2014,TV-14,57,"['war', 'action', 'drama', 'history']",Turkey,5,tt4320258,7.9,35515,0,light pink
226,Rabbids Invasion,SHOW,2013,TV-Y7,10,"['comedy', 'animation', 'family', 'european']",France,4,tt3105674,5.5,1802,0,light pink
227,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"['animation', 'fantasy', 'scifi', 'comedy', 'family']",United States of America (the),3,tt1699440,6.4,620,0,light pink
228,Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,"['comedy', 'drama']",United States of America (the),5,tt2817246,6.9,4523,0,light pink
229,Tiny House Nation,SHOW,2014,TV-PG,43,['reality'],United States of America (the),5,tt3869500,7.1,1126,0,light pink
230,Talking Tom and Friends,SHOW,2014,TV-G,11,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",United States of America (the),5,tt4648640,6.1,411,0,light pink
231,Ever After High,SHOW,2013,TV-Y7,30,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",Canada,5,tt3312378,7.7,1130,0,light pink
232,Yowamushi Pedal,SHOW,2013,TV-14,24,"['comedy', 'drama', 'sport', 'animation']",Japan,4,tt2942228,7.7,808,0,light pink
233,Sam & Cat,SHOW,2013,TV-G,24,"['drama', 'family', 'comedy']",United States of America (the),1,tt2487090,5.6,9507,0,light pink
234,Young & Hungry,SHOW,2014,TV-14,21,"['comedy', 'drama', 'romance']",United States of America (the),5,tt2084712,7.3,15627,0,light pink
235,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,"['comedy', 'family']",United States of America (the),4,tt3596176,5.1,2551,0,light pink
236,The Haunted Hathaways,SHOW,2013,TV-G,24,"['comedy', 'family', 'fantasy']",United States of America (the),2,tt2535732,5,2471,0,light pink
237,Black Money Love,SHOW,2014,TV-MA,90,"['action', 'drama', 'romance', 'crime']",Turkey,2,tt3565486,7.4,5975,0,light pink
238,Angry Birds Toons,SHOW,2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",Finland,4,tt3012598,6.2,800,0,light pink
239,Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",Australia,4,tt2548214,6.7,3924,0,light pink
240,Lalaloopsy,SHOW,2013,TV-Y,23,['animation'],United States of America (the),3,tt2827502,6.4,104,0,light pink
241,Senora Acero,SHOW,2014,TV-MA,43,"['crime', 'drama', 'romance']",United States of America (the),5,tt3904068,6.8,375,0,light pink
242,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",United States of America (the),3,tt2392179,4.8,635,0,light pink
243,Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",Poland,2,tt4173216,6.2,660,0,light pink
244,Black Ink Crew New York,SHOW,2013,TV-14,41,['reality'],United States of America (the),9,tt2738096,4.6,459,0,light pink
245,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",Japan,2,tt3104236,7.3,1152,0,light pink
246,VeggieTales in the House,SHOW,2014,TV-G,18,"['comedy', 'family', 'music', 'animation']",United States of America (the),4,tt3692064,4.3,300,0,light pink
247,20 Minutes,SHOW,2013,TV-MA,45,"['action', 'drama', 'romance']",Turkey,1,tt2544148,7.3,1681,0,light pink
248,Dokidoki! PreCure,SHOW,2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",Japan,2,tt4621212,6.3,188,0,light pink
249,Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",Russian Federation (the),1,tt4570676,6.1,65,0,light pink
250,All Hail King Julien,SHOW,2014,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",United States of America (the),5,tt3807022,7,2008,0,light pink
251,Some Assembly Required,SHOW,2014,TV-G,25,"['comedy', 'documentation', 'reality']",Canada,4,tt1160042,8.5,22,0,light pink
252,Incomplete Life,SHOW,2014,TV-14,73,"['drama', 'comedy']",Korea (the Republic of),1,tt4240730,8.6,1883,0,light pink
253,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],Korea (the Republic of),1,tt2806646,7.6,1803,0,light pink
254,Dharmakshetra,SHOW,2014,TV-14,44,['drama'],India,1,tt6803712,8.2,247,0,light pink
255,Against the Tide,SHOW,2014,TV-14,44,['drama'],Singapore,1,tt7131682,7.6,11,0,light pink
256,Turbo FAST,SHOW,2013,TV-PG,19,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",United States of America (the),3,tt3010520,6.5,593,0,light pink
257,Sammy & Co,SHOW,2014,TV-PG,14,"['animation', 'european']",United States of America (the),2,tt2580128,5.6,30,0,light pink
258,Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",China,1,tt6186406,7.3,424,0,light pink
259,Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",Taiwan (Province of China),1,tt6707142,8,54,0,light pink
260,Mystic Whispers,SHOW,2014,TV-14,26,"['comedy', 'romance']",Singapore,1,tt8834748,6.9,17,0,light pink
261,Better Call Saul,SHOW,2015,TV-MA,49,"['comedy', 'drama', 'crime']",United States of America (the),6,tt3032476,8.8,404920,2,purple
262,The Last Kingdom,SHOW,2015,TV-MA,55,"['action', 'war', 'drama', 'history', 'european']",United Kingdom of Great Britain and Northern Ireland (the),5,tt4179452,8.5,126473,3,dark pruple
263,Stranger Things,SHOW,2016,TV-14,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",United States of America (the),5,tt4575572,8.7,989090,1,pink
264,Schitt's Creek,SHOW,2015,TV-14,22,['comedy'],Canada,6,tt3526078,8.5,112537,3,dark pruple
265,Alone,SHOW,2015,TV-MA,48,"['reality', 'documentation']",United States of America (the),8,tt4803766,8.4,4622,0,light pink
266,Grace and Frankie,SHOW,2015,TV-MA,30,"['comedy', 'drama']",United States of America (the),7,tt3609352,8.2,48435,0,light pink
267,The Good Place,SHOW,2016,TV-14,23,"['scifi', 'comedy', 'romance', 'drama', 'fantasy']",United States of America (the),4,tt4955642,8.2,148562,3,dark pruple
268,Ash vs Evil Dead,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",United States of America (the),3,tt4189022,8.4,70087,3,dark pruple
269,One-Punch Man,SHOW,2015,TV-PG,24,"['action', 'fantasy', 'scifi', 'animation', 'comedy']",Japan,2,tt4508902,8.7,148386,3,dark pruple
270,Chicago Med,SHOW,2015,TV-14,41,['drama'],United States of America (the),8,tt4655480,7.6,24142,0,light pink
271,Queen of the South,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",United States of America (the),5,tt1064899,7.9,28537,0,light pink
272,The Crown,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']",United States of America (the),5,tt4786824,8.7,190878,3,dark pruple
273,Call My Agent!,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",France,4,tt4277922,8.3,13331,0,light pink
274,Servant of the People,SHOW,2015,TV-MA,29,['comedy'],Ukraine,3,tt6235122,7.3,2706,0,light pink
275,Documentary Now!,SHOW,2015,TV-14,22,['comedy'],United States of America (the),4,tt4677934,8.1,6445,0,light pink
276,Forged in Fire,SHOW,2015,TV-PG,42,['reality'],United States of America (the),9,tt4680444,8.3,3538,0,light pink
277,Van Helsing,SHOW,2016,TV-14,42,"['scifi', 'fantasy', 'horror', 'action', 'drama']",United States of America (the),5,tt5197820,6.1,21852,0,light pink
278,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"['animation', 'comedy', 'drama', 'fantasy', 'thriller']",Japan,5,tt0417325,8.2,9651,0,light pink
279,Lucifer,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",United States of America (the),6,tt4052886,8.1,308291,2,purple
280,DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"['scifi', 'action', 'drama']",United States of America (the),7,tt4532368,6.8,101178,3,dark pruple
281,The Magicians,SHOW,2015,TV-14,44,"['drama', 'scifi', 'fantasy']",United States of America (the),5,tt4254242,7.6,49557,0,light pink
282,The OA,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",United States of America (the),2,tt4635282,7.9,100911,3,dark pruple
283,Kim's Convenience,SHOW,2016,TV-14,22,['comedy'],Canada,5,tt5912064,8.3,16970,0,light pink
284,Sense8,SHOW,2015,TV-MA,62,"['scifi', 'thriller', 'drama']",United States of America (the),2,tt2431438,8.2,151518,3,dark pruple
285,Crashing,SHOW,2016,TV-MA,30,"['comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),1,tt5295524,7.7,18546,0,light pink
286,Norsemen,SHOW,2016,TV-MA,30,"['comedy', 'drama']",Norway,3,tt5905354,7.7,18040,0,light pink
287,Bloodline,SHOW,2015,TV-MA,57,"['drama', 'thriller']",United States of America (the),3,tt0219432,7.9,50028,0,light pink
288,Slasher,SHOW,2016,TV-MA,46,"['drama', 'horror', 'thriller', 'crime']",Canada,4,tt13976072,6.7,14071,0,light pink
289,Travelers,SHOW,2016,TV-MA,45,"['scifi', 'drama', 'thriller', 'crime']",Canada,3,tt5651844,8,54566,0,light pink
290,Narcos,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",United States of America (the),3,tt2707408,8.8,404486,2,purple
291,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,22,"['family', 'fantasy', 'romance', 'animation', 'action']",France,4,tt2580046,7.7,10102,0,light pink
292,Designated Survivor,SHOW,2016,TV-PG,44,"['war', 'action', 'drama', 'thriller']",United States of America (the),3,tt5296406,7.5,88019,3,dark pruple
293,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"['documentation', 'history']",United States of America (the),3,tt6244192,9,5761,0,light pink
294,Into the Badlands,SHOW,2015,TV-14,43,"['action', 'drama']",United States of America (the),3,tt3865236,7.9,45628,0,light pink
295,iZombie,SHOW,2015,TV-14,42,"['scifi', 'comedy', 'crime', 'drama', 'horror']",United States of America (the),5,tt3501584,7.8,66488,3,dark pruple
296,Wynonna Earp,SHOW,2016,TV-14,43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']",United States of America (the),4,tt4878326,7.3,22256,0,light pink
297,Dark Matter,SHOW,2015,TV-14,43,"['scifi', 'drama', 'thriller', 'action']",Canada,3,tt3116070,7.5,41867,0,light pink
298,Scream: The TV Series,SHOW,2015,TV-14,43,"['crime', 'horror', 'thriller', 'comedy', 'drama']",United States of America (the),3,tt3921180,7.1,40082,0,light pink
299,Versailles,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",Canada,3,tt3830558,7.9,16273,0,light pink
300,60 Days In,SHOW,2016,TV-14,46,['reality'],United States of America (the),6,tt10112398,7.6,2616,0,light pink
301,Supergirl,SHOW,2015,TV-14,42,"['scifi', 'drama', 'action']",United States of America (the),6,tt4016454,6.2,121939,3,dark pruple
302,Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,['comedy'],United States of America (the),4,tt4094300,7.8,19738,0,light pink
303,Medici: Masters of Florence,SHOW,2016,TV-14,54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']",United Kingdom of Great Britain and Northern Ireland (the),3,tt5057130,7.9,18575,0,light pink
304,PJ Masks,SHOW,2015,TV-G,15,"['animation', 'family', 'fantasy', 'scifi', 'action', 'european']",United Kingdom of Great Britain and Northern Ireland (the),5,tt4148744,5.4,1214,0,light pink
305,Marcella,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",United Kingdom of Great Britain and Northern Ireland (the),3,tt5269594,7.4,30373,0,light pink
306,Bordertown,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",Finland,3,tt4937942,7.6,10371,0,light pink
307,Fauda,SHOW,2015,TV-MA,40,"['war', 'thriller', 'action', 'drama']",Israel,3,tt4565380,8.3,25239,0,light pink
308,El marginal,SHOW,2016,TV-MA,54,"['crime', 'drama', 'action', 'thriller']",Argentina,5,tt5820976,8.2,3799,0,light pink
309,Frontier,SHOW,2016,TV-MA,46,"['action', 'drama', 'history']",Canada,3,tt4686698,7.1,20706,0,light pink
310,The Cuba Libre Story,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",Germany,2,tt5319838,7.6,1583,0,light pink
311,ERASED,SHOW,2016,TV-14,22,"['drama', 'animation', 'fantasy', 'scifi', 'thriller']",Japan,1,tt5249462,8.5,42699,0,light pink
312,Flowers,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",United Kingdom of Great Britain and Northern Ireland (the),2,tt5619658,8.1,5468,0,light pink
313,Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",United States of America (the),3,tt4061080,7.7,41362,0,light pink
314,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",United States of America (the),7,tt3906732,7.2,10392,0,light pink
315,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",United States of America (the),5,tt4998212,7.4,37890,0,light pink
316,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,['comedy'],United States of America (the),2,tt4341672,7.4,23674,0,light pink
317,Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",United States of America (the),3,tt4181172,7.5,35547,0,light pink
318,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",United States of America (the),3,tt3729898,7.6,7577,0,light pink
319,Glitch,SHOW,2015,TV-MA,52,"['scifi', 'drama', 'horror', 'thriller']",Australia,3,tt4192782,7.3,17240,0,light pink
320,Occupied,SHOW,2015,TV-MA,45,"['war', 'thriller', 'drama']",Norway,3,tt4192998,7.7,8839,0,light pink
321,Master of None,SHOW,2015,TV-MA,32,"['drama', 'comedy']",United States of America (the),3,tt4635276,8.3,72341,3,dark pruple
322,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"['comedy', 'drama']",United States of America (the),4,tt3339966,7.6,70242,3,dark pruple
323,Secret City,SHOW,2016,TV-MA,50,"['war', 'thriller']",Australia,3,tt4976512,7.4,7831,0,light pink
324,Fuller House,SHOW,2016,TV-Y7,27,"['comedy', 'family']",United States of America (the),5,tt3986586,6.7,27148,0,light pink
325,Easy,SHOW,2016,TV-MA,30,"['drama', 'comedy']",United States of America (the),3,tt5562056,6.9,13569,0,light pink
326,3%,SHOW,2016,TV-MA,45,"['scifi', 'action', 'drama', 'thriller']",Brazil,4,tt4922804,7.3,25077,0,light pink
327,Making a Murderer,SHOW,2015,TV-14,62,"['crime', 'documentation']",United States of America (the),2,tt5189670,8.6,93456,3,dark pruple
